Nx,Ny,np,num_threads,t_interp_s,t_mover_plain_s,t_mover_with_del_s,t_total_s,speedup_plain,speedup_with_del
1000,400,14000000,1,2.99611,0.870472,0.869047,3.86516,1,1
1000,400,14000000,2,1.62089,0.467487,0.461421,2.08231,1.86203,1.88341
1000,400,14000000,4,0.980119,0.355,0.350574,1.33069,2.45203,2.47893
1000,400,14000000,8,0.956711,0.36897,0.368734,1.32544,2.3592,2.35684
1000,400,14000000,16,0.829933,0.386946,0.390575,1.22051,2.2496,2.22505
