Nx,Ny,np,num_threads,t_interp_s,t_mover_plain_s,t_mover_with_del_s,t_total_s,speedup_plain,speedup_with_del
1000,400,14000000,1,2.99868,0.868723,0.878692,3.87738,1,1
1000,400,14000000,2,1.62801,0.461497,0.469826,2.09784,1.8824,1.87025
1000,400,14000000,4,0.979002,0.351178,0.358862,1.33786,2.47374,2.44855
1000,400,14000000,8,0.946625,0.364693,0.377967,1.32459,2.38207,2.32479
1000,400,14000000,16,0.814595,0.385253,0.39421,1.2088,2.25494,2.229
