Nx,Ny,np,num_threads,t_interp_s,t_mover_plain_s,t_mover_with_del_s,t_total_s,speedup_plain,speedup_with_del
250,100,14000000,1,5.39744,3.39726,3.35438,8.75182,1,1
250,100,14000000,2,7.8619,1.89423,1.871,9.7329,1.79348,1.79283
250,100,14000000,4,4.11991,0.973322,0.954841,5.07475,3.49037,3.51303
250,100,14000000,8,2.35935,0.542994,0.528114,2.88747,6.25653,6.35163
250,100,14000000,16,2.06908,0.44474,0.44795,2.51703,7.63875,7.48829
