Nx,Ny,np,num_threads,t_interp_s,t_mover_plain_s,t_mover_with_del_s,t_total_s,speedup_plain,speedup_with_del
500,200,14000000,1,5.80061,3.37339,3.35029,9.15091,1,1
500,200,14000000,2,4.43624,1.70397,1.69373,6.12997,1.97972,1.97806
500,200,14000000,4,3.53291,0.983144,0.972807,4.50571,3.43123,3.44395
500,200,14000000,8,2.32561,0.780729,0.738191,3.06381,4.32082,4.53852
500,200,14000000,16,1.82043,0.435662,0.438769,2.2592,7.74314,7.63566
