Nx,Ny,np,num_threads,t_interp_s,t_mover_plain_s,t_mover_with_del_s,t_total_s,speedup_plain,speedup_with_del
1000,400,14000000,1,5.97118,3.40477,3.45463,9.42581,1,1
1000,400,14000000,2,4.04661,1.73254,1.73781,5.78442,1.96519,1.98792
1000,400,14000000,4,2.51403,0.966575,0.969955,3.48398,3.52251,3.56164
1000,400,14000000,8,2.27749,0.550916,0.531142,2.80863,6.1802,6.50417
1000,400,14000000,16,1.93823,0.427666,0.351002,2.28924,7.96129,9.8422
